Feature ID	Taxon	Confidence
#q2:types	categorical	categorical
22531feb82ea322631857344e5317048	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Pseudomonadaceae;D_5__Pseudomonas	0.9986771836056519
820f844c56801b0a2b65f3d590c912cf	D_0__Bacteria;D_1__Cyanobacteria;D_2__Cyanobacteriia;D_3__Chloroplast;D_4__Phaeocystis antarctica	0.9972822672292608
944b2b7d2fb460363bd857bf3f7a833a	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Nitrincolaceae;D_5__uncultured;D_6__marine metagenome	0.7989794161820697
840633ef776c3e210ce768785452be1e	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Thiomicrospirales;D_4__Thioglobaceae;D_5__SUP05 cluster	0.9318643903568528
5cb38dc980388bdb81c145229d42bc15	D_0__Bacteria;D_1__Bacteroidota;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Polaribacter	0.9415233700847713
bd3859e89cf7581eeadfdfe97add85f1	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Porticoccaceae;D_5__SAR92 clade	0.9989614265332659
d05d0e1642451ef203afdd935f17c2a1	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia	0.9924703002810724
22905e45eb33d151f50a3b2b9af2188b	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Thiomicrospirales;D_4__Thioglobaceae;D_5__SUP05 cluster	0.9299268684518274
38ba4921f62dd426239901db6b845807	D_0__Archaea;D_1__Crenarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__Candidatus Nitrosopumilus	0.9998203941320652
b216e8bf5dd547563fd620aefb421324	D_0__Bacteria;D_1__SAR324 clade(Marine group B)	0.9999954666109421
6f2936c365230fcce47e3fe9b91e17c2	D_0__Bacteria;D_1__Cyanobacteria;D_2__Cyanobacteriia;D_3__Chloroplast	0.9999708228647844
bc6900822bf14eff636494b84c853ae9	D_0__Bacteria;D_1__Cyanobacteria;D_2__Cyanobacteriia;D_3__Chloroplast	0.9999024145802262
6eaf36ba8a4be5651bf2a64fb1e67b0b	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	0.9979339367503351
5607906d13cc31b03b8f2166d2d0b82f	D_0__Archaea;D_1__Crenarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__Candidatus Nitrosopumilus	0.9997317720718417
613c978c9d10ea0b6698fc6fa19f778e	D_0__Bacteria;D_1__SAR324 clade(Marine group B)	0.999973173022471
892855c30727e12fede165a70d41f43a	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Pseudoalteromonadaceae;D_5__Pseudoalteromonas	0.9820629169859829
d79a1127302808693542ef62edca38aa	D_0__Bacteria;D_1__Bacteroidota;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__uncultured;D_6__Aquimarina versatilis	0.7044454249939743
2f6b62ff6c2a1490912da69ff1c233b0	D_0__Archaea;D_1__Crenarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__uncultured euryarchaeote	0.7934900379613232
1a988abeabb1bcb82dd925763118236a	D_0__Bacteria;D_1__Actinobacteriota;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__Ilumatobacteraceae	0.7122682791000707
12bc6588a56c528cae4b6c42d9b99f81	D_0__Archaea;D_1__Crenarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__Candidatus Nitrosopumilus	0.9995368169339549
b777dd9b671fc83764114b49b5ef0927	D_0__Bacteria;D_1__Bacteroidota;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Polaribacter	0.952357302565836
d6508e3affa31441e060bef1e6090722	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Vibrionales;D_4__Vibrionaceae	0.9999228098442613
7b0dd4986c83182bbe601097ce6e195c	D_0__Archaea;D_1__Crenarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__Candidatus Nitrosopumilus	0.9997372295529549
2a8e84b1b856e84a016584840ff5572f	D_0__Bacteria;D_1__Cyanobacteria;D_2__Cyanobacteriia;D_3__Chloroplast	0.9999805164847629
0e634040c8e1687ec3a6bdefc9281797	D_0__Bacteria;D_1__Bacteroidota;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__NS9 marine group;D_5__seawater metagenome	0.8609099208606306
6f5c9e6ed4142d34152b19d1ed92ada2	D_0__Bacteria;D_1__Bacteroidota;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Polaribacter	0.9047148372028346
2d60a21bdcad84f9a8422e5457736a82	D_0__Bacteria;D_1__Cyanobacteria;D_2__Cyanobacteriia;D_3__Chloroplast	0.9999828042323733
b644c8ebb7e41082043b304e4e8b40d7	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Nitrincolaceae;D_5__uncultured;D_6__seawater metagenome	0.7958122868470419
e89ebcbd857a52322d53bc5de24a183f	D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade);D_2__uncultured bacterium 413004-H17	0.8298395688722415
6dd2a641c8f84584b82a43431e08e087	D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade);D_2__uncultured bacterium MB13C05	0.9814175546771431
f0eb9c59aa4abf776b1e27a2fecd4d7c	D_0__Bacteria;D_1__Cyanobacteria;D_2__Cyanobacteriia;D_3__Chloroplast;D_4__Phaeocystis antarctica	0.8733081034965434
d3cda55db22fd7e984b125bc5b3b1b04	D_0__Bacteria;D_1__Bacteroidota;D_2__Bacteroidia	0.9999464501276316
7b5abe64c6653a3c91f4e0bd137d5b69	D_0__Bacteria;D_1__Bacteroidota;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Crocinitomicaceae;D_5__Crocinitomix;D_6__uncultured marine bacterium	0.9918553092185318
af1792eeaf81b8402b7578d6412f704f	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__SAR86 clade;D_4__hydrothermal vent metagenome	0.8061114765412445
2c86d3e49084f9b0f23a98fc74764bf8	D_0__Bacteria;D_1__Actinobacteriota;D_2__Acidimicrobiia;D_3__Microtrichales	0.9855670557548113
37cdcb96b72cb406df12e5e7b2727334	D_0__Archaea;D_1__Crenarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__uncultured crenarchaeote ODPB-A3	0.9672335048509739
cf333bf1f9aa728d8654b1a70d040a02	D_0__Bacteria;D_1__Bacteroidota;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae	0.9988416683554907
786c829fe9ea8bb7ff19848e71fa6a7a	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I	0.9989084734898505
81b41b88c9a9e206d7fad3e9e544f029	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Pseudohongiellaceae;D_5__Pseudohongiella;D_6__marine gamma proteobacterium HTCC2188	0.9335358568670641
4b1180ecefa3b27818eb2014dbd1a971	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Vibrionales;D_4__Vibrionaceae	0.9999331808651297
3e62cfa801e70a19d97a754671bf63af	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Nitrincolaceae;D_5__uncultured;D_6__bacterium symbiont of Idas sp.	0.9376090756209606
5ba4468ba84f3184daa7ee7439721eee	D_0__Archaea;D_1__Thermoplasmatota;D_2__Thermoplasmata;D_3__Marine Group III	0.9996569922497163
ff1c1d745708f57fd6e4f44c65ee96d8	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Alteromonadaceae;D_5__Paraglaciecola	0.9065635368674312
f45b58d5e154ea474032c42f508b33fe	D_0__Bacteria;D_1__Cyanobacteria;D_2__Cyanobacteriia;D_3__Chloroplast	0.9832169837191564
1382184f5e002f0507be74b541dc4c82	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Nitrincolaceae;D_5__uncultured;D_6__marine metagenome	0.7932611607467939
f5a10d7dfe734d15b6ea8c668b6d9116	D_0__Archaea;D_1__Thermoplasmatota;D_2__Thermoplasmata;D_3__Marine Group II	0.9999999962571915
b31b8ad78a582e13a41c5178420a6108	D_0__Bacteria;D_1__Verrucomicrobiota;D_2__Verrucomicrobiae;D_3__Arctic97B-4 marine group	0.9987870122480819
6eb63c47b0ef32241ebea0868cd0af86	D_0__Archaea;D_1__Thermoplasmatota;D_2__Thermoplasmata;D_3__Marine Group II;D_4__hydrothermal vent metagenome	0.9995240875176191
6c8020d56c3b8d5de9ef7d78f99c853f	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Bacillaceae;D_5__Bacillus	0.9908473265522408
3b5454f35d0384a3f083a4cbcf990ca4	D_0__Archaea;D_1__Crenarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__uncultured euryarchaeote	0.7954480119249705
3b869bfb0b662fe096cbece2cb6d408f	D_0__Archaea;D_1__Thermoplasmatota;D_2__Thermoplasmata;D_3__Marine Group II;D_4__uncultured marine group II euryarchaeote DeepAnt-JyKC7	0.8656882858586399
9ed7ee6a123e2618bc53d699fbda2dc3	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__OM182 clade;D_4__seawater metagenome	0.9955151319666405
da9f9a77c27bf0c77d1dd62575f926be	D_0__Bacteria;D_1__Cyanobacteria;D_2__Cyanobacteriia;D_3__Chloroplast;D_4__Phaeocystis antarctica	0.873301829751156
b177075ad7190719ad72e92086406b5f	D_0__Bacteria;D_1__Bacteroidota;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Ulvibacter;D_6__uncultured bacterium ARCTIC16_F_12	0.8654967955686249
c980ff09385746d6dc837acd9eda6363	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Pseudohongiellaceae;D_5__Pseudohongiella;D_6__seawater metagenome	0.9814701981405712
463b2f0461c807f6f6a2ebd7bcff9c7a	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli	0.9999954948250722
a194bd8367ef7041306f534a950c7a1f	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae	0.9994283794452319
703213db1b517b8851d45b7a6e9335dd	D_0__Bacteria;D_1__Verrucomicrobiota;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__Rubritaleaceae;D_5__Roseibacillus	0.8577077742027841
4bdb4aa0cb0fd099369ae6de0ea87f32	D_0__Archaea;D_1__Crenarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__uncultured marine thaumarchaeote KM3_69_H10	0.9821529751653318
aa9951437fbba447b29cc47c92b273b0	D_0__Bacteria;D_1__Cyanobacteria;D_2__Cyanobacteriia;D_3__Chloroplast	0.9989727814356834
052ec4456c0165b75f572a46ddbb2bee	D_0__Bacteria;D_1__Bacteroidota;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Cryomorphaceae;D_5__uncultured	0.9207382676090897
eeb80a982bbc4305f9218653349869f2	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__Sulfitobacter	0.9159926328637784
6e37ae39569a812f7c984ba534ac91de	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Enterobacterales;D_4__Enterobacteriaceae	0.9455487264134401
359ee7620ddbf83a7698087301187174	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Lactobacillaceae;D_5__Lactobacillus	0.9999966503340015
0e8280eb3d2d0ce1f80366c02b4e6713	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Enterobacterales;D_4__Enterobacteriaceae	0.970193426462662
73e37448e6e5059d38232a1ace011a58	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Ectothiorhodospirales;D_4__Ectothiorhodospiraceae;D_5__uncultured;D_6__uncultured proteobacterium	0.9975610079830868
019a1f0f5ff9abdffd61f2b2cafb010c	D_0__Bacteria;D_1__Cyanobacteria;D_2__Cyanobacteriia;D_3__Chloroplast	0.9999925404894883
f9cdf3be40bc04c2d1159243c3ebdb48	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Listeriaceae;D_5__Listeria	0.9496962936455702
14976a18463053bd4835e08e0a3b9ec8	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__SAR86 clade;D_4__hydrothermal vent metagenome	0.8030157590133025
91c64bd12153200a6d23c331070fccb8	D_0__Bacteria	0.9996164842469082
59b723e081cec18a68090feeb1491f4c	D_0__Bacteria;D_1__Bacteroidota;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Cryomorphaceae;D_5__Vicingus	0.9242301783077321
f5aed86e26d3882a58fd7709ffd5ab14	D_0__Bacteria;D_1__Bacteroidota;D_2__Bacteroidia	0.9999068252189502
b349b79b066189d7c3e0405d4cd89c0f	D_0__Bacteria;D_1__NB1-j;D_2__hydrothermal vent metagenome	0.9414566152795747
38bfa9105582371b3917e9f07c840358	D_0__Bacteria;D_1__Cyanobacteria;D_2__Cyanobacteriia;D_3__Chloroplast	0.9999657822538144
272e7830cd42221583593daca7965485	D_0__Archaea;D_1__Thermoplasmatota;D_2__Thermoplasmata;D_3__Marine Group II;D_4__uncultured marine archaeon DCM3921	0.8883866086533236
d5ab1adf5dc7e45a1190c0e743ce0080	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I	0.99587059179018
f3f9b859b1b36ca06cbee4d653ec0947	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	0.9978660516411856
3e8eb004486e056f5f3892ad50cfce11	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Cellvibrionaceae;D_5__uncultured;D_6__gamma proteobacterium NEP2	0.8298799367783408
d14154c0c7c7f5a893ab2d126a69038b	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae	0.9995878629605381
8053bb2c1f7f73fcb081f5ab6ba9ea5b	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade	0.9999947253231974
404f616c5ca6e735c7ac1fc778494ab6	D_0__Bacteria;D_1__Bacteroidota;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Saprospiraceae	0.9569423881881163
eeb4a5f97fa0336f243c340b8fd08558	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	0.9977577932416068
49452470645379686a44f4c810415412	D_0__Bacteria;D_1__Bacteroidota;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__uncultured	0.9484739114156724
26456601dc6df0cf0e47ae40e9f8a58d	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae	0.9984978733846783
b349b64734a135d3fb940ab91d6b7a29	D_0__Bacteria;D_1__Planctomycetota;D_2__OM190;D_3__hydrothermal vent metagenome	0.9015767057827808
551bde130271471e56cb9f93fbf50b7a	D_0__Bacteria;D_1__Bacteroidota;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae	0.9997604870260003
f177a8c321eee65a998153ab2f28c28c	D_0__Bacteria;D_1__Bacteroidota;D_2__Bacteroidia;D_3__Flavobacteriales	0.9879890214022244
1429051ffb215af7864481ed8e102e4e	D_0__Bacteria;D_1__NB1-j;D_2__hydrothermal vent metagenome	0.9849943146361969
472502fa808210af05bfaf088d2d93a5	D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade);D_2__uncultured bacterium 413004-H17	0.8458442718719462
b2f80781e64c235551ab3fff2c42fd0f	D_0__Bacteria;D_1__Verrucomicrobiota;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__Rubritaleaceae;D_5__Luteolibacter;D_6__uncultured organism	0.7520276551269344
449b5aa665af84bfe59d81348553052b	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Colwelliaceae;D_5__Colwellia	0.8140782668281653
0f5db21cada913c5a1a8a8d54b4cda67	D_0__Bacteria;D_1__Planctomycetota;D_2__OM190	0.7784353378076826
98a7fa2593764a6299064563dffc60b1	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__SAR86 clade;D_4__uncultured Oceanospirillales bacterium	0.8802828115531804
5c2aa221f16f5f4f286495c0d3fa3853	D_0__Bacteria;D_1__Planctomycetota;D_2__Phycisphaerae;D_3__Phycisphaerales;D_4__Phycisphaeraceae;D_5__JL-ETNP-F27;D_6__uncultured deep-sea bacterium	0.9935716491958623
5c8ef37b77b0d933e4b884594d299e56	D_0__Bacteria;D_1__Planctomycetota;D_2__Planctomycetes;D_3__Pirellulales;D_4__Pirellulaceae;D_5__Rhodopirellula;D_6__hydrothermal vent metagenome	0.9979906796892772
9590e45b65732345f1e1733df3a2d85e	D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade);D_2__uncultured delta proteobacterium	0.7781611042343664
bdd051d938fe5077c573954f9b5f9892	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Burkholderiales;D_4__Methylophilaceae;D_5__OM43 clade	0.997125236894387
9fec6da2628eb8b3a61261d7fd3b2f2c	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Colwelliaceae	0.9005712436844402
66c0c3d55a91a4121716f2d009903f30	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Pseudomonadaceae;D_5__Pseudomonas	0.9994973060101146
a63c37b0e846647d38d9dd96657bc5ef	D_0__Archaea;D_1__Thermoplasmatota;D_2__Thermoplasmata;D_3__Marine Group II	0.9999999792651464
c951e1d8fdc1428581f1a3a4036acd6d	D_0__Bacteria;D_1__Nitrospinota;D_2__Nitrospinia;D_3__Nitrospinales;D_4__Nitrospinaceae;D_5__Nitrospina	0.9173544244219636
9002ee8e03d4dfdf26665209e354ce2f	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Enterococcaceae;D_5__Enterococcus	0.9535742118744192
cfc1f05c6240aa947cbab1e6a612aa72	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	0.9328133970195872
0e79471046b6b55537fc888164cc190d	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Burkholderiales;D_4__Methylophilaceae;D_5__OM43 clade	0.9902944415614834
fd45c70438681bad6a0c86e2fb7f50a9	D_0__Archaea;D_1__Crenarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__uncultured crenarchaeote ODPB-A3	0.8438318554593858
2371a2d0f80e979ebfb746daddebff09	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	0.99978882596889
557e31530683f2db77190861fecdc5d2	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia	0.9924682218243047
beb668e829dce583f4987f4b5de3f52b	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Porticoccaceae;D_5__SAR92 clade	0.9969435312223196
fa1f5dde9e56b1d26d3d24d93dcc74a1	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Pseudohongiellaceae;D_5__Pseudohongiella	0.9185134011438765
83f430ed9f353feaf1158ba49bda8324	D_0__Bacteria;D_1__Bacteroidota;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__NS4 marine group;D_6__hydrothermal vent metagenome	0.9348980433097415
fb844f080ffdd9f44791486241e0698c	D_0__Bacteria	0.9999667303331238
14954cc37ae2e950e698fcdecffa8956	D_0__Bacteria;D_1__Planctomycetota;D_2__OM190;D_3__uncultured Crater Lake bacterium CL500-15	0.8961380623348273
5fcdab6b0442e46eed183084214b2fa2	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I	0.9883341195835835
62bafddb46e776bf473ed6e153326ff9	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__SAR86 clade	0.9608577549424749
c18547c6ff3eb8451497ac1eb92b72ba	D_0__Bacteria;D_1__Bacteroidota;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae	0.9988105661497133
